Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Data Url,cut_type
1565775,ROUND,0.23,SI1,H,GD,GD,FR,N,3.88-3.91×2.42,703.36,https://capitalwholesalediamonds.com/product/0-23-ct-round-1694/,round
1565775,ROUND,0.23,SI1,H,GD,GD,FR,N,3.88-3.91×2.42,703.36,https://capitalwholesalediamonds.com/product/0-23-ct-round-2508/,round
1782527,ROUND,0.3,VS1,N,EX,EX,VG,M,4.23-4.27×2.66,709.66,https://capitalwholesalediamonds.com/product/0-3-ct-round-6412/,round
1781010,ROUND,0.4,VS2,O-P,EX,EX,VG,N,4.66-4.70×2.97,715.21,https://capitalwholesalediamonds.com/product/0-4-ct-round-1163/,round
1773437,ROUND,0.3,SI2,J,VG,VG,GD,N,4.28-4.33×2.60,715.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5706/,round
1592733,ROUND,0.5,SI2,O-P,VG,EX,VG,F,4.94-4.98×3.16,716.67,https://capitalwholesalediamonds.com/product/0-5-ct-round-14/,round
1784917,ROUND,0.32,SI1,N,EX,EX,EX,N,4.38-4.40×2.75,727.92,https://capitalwholesalediamonds.com/product/0-32-ct-round-996/,round
1795548,ROUND,0.3,SI1,L,VG,EX,GD,N,4.25-4.28×2.63,731.96,https://capitalwholesalediamonds.com/product/0-3-ct-round-5837/,round
1790936,ROUND,0.3,SI1,L,EX,EX,EX,F,4.29-4.31×2.66,735.03,https://capitalwholesalediamonds.com/product/0-3-ct-round-5838/,round
1788893,ROUND,0.3,VS2,L,VG,VG,GD,F,4.22-4.27×2.71,736.01,https://capitalwholesalediamonds.com/product/0-3-ct-round-5821/,round
1789798,ROUND,0.3,SI1,K,VG,EX,GD,F,4.26-4.28×2.59,737.55,https://capitalwholesalediamonds.com/product/0-3-ct-round-5784/,round
1788865,ROUND,0.3,VS1,L,EX,VG,EX,ST,4.35-4.37×2.60,737.55,https://capitalwholesalediamonds.com/product/0-3-ct-round-5812/,round
1789799,ROUND,0.3,SI1,L,EX,EX,VG,N,4.26-4.29×2.68,740.1,https://capitalwholesalediamonds.com/product/0-3-ct-round-5842/,round
1791650,ROUND,0.3,VS2,L,VG,EX,VG,F,4.18-4.23×2.65,741.61,https://capitalwholesalediamonds.com/product/0-3-ct-round-5829/,round
1761451,ROUND,0.3,SI1,L,EX,EX,EX,F,4.35-4.37×2.67,743.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5843/,round
1794012,ROUND,0.3,VS2,M,EX,EX,EX,F,4.28-4.31×2.69,743.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5845/,round
1787729,ROUND,0.3,SI1,K,EX,EX,EX,M,4.26-4.29×2.66,743.62,https://capitalwholesalediamonds.com/product/0-3-ct-round-5798/,round
1787730,ROUND,0.3,SI1,L,EX,EX,EX,F,4.32-4.34×2.66,745.68,https://capitalwholesalediamonds.com/product/0-3-ct-round-5836/,round
1781156,ROUND,0.3,SI1,L,EX,EX,VG,F,4.34-4.38×2.61,745.68,https://capitalwholesalediamonds.com/product/0-3-ct-round-5841/,round
1799569,ROUND,0.3,SI1,L,EX,EX,EX,F,4.30-4.32×2.65,753.77,https://capitalwholesalediamonds.com/product/0-3-ct-round-5840/,round
1790935,ROUND,0.3,SI1,L,EX,EX,VG,F,4.29-4.31×2.63,756.28,https://capitalwholesalediamonds.com/product/0-3-ct-round-5839/,round
1790934,ROUND,0.31,SI1,K,EX,EX,EX,ST,4.36-4.37×2.70,757.14,https://capitalwholesalediamonds.com/product/0-31-ct-round-1208/,round
1772232,ROUND,0.35,VVS1,O-P,EX,EX,EX,ST,4.61-4.63×2.75,757.37,https://capitalwholesalediamonds.com/product/0-35-ct-round-444/,round
1799469,ROUND,0.3,VS1,L,VG,VG,GD,N,4.25-4.30×2.66,758.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-5813/,round
1777305,ROUND,0.3,SI1,K,EX,VG,VG,M,4.29-4.32×2.66,764.44,https://capitalwholesalediamonds.com/product/0-3-ct-round-5790/,round
1790686,ROUND,0.31,VVS1,M,EX,EX,EX,N,4.35-4.37×2.68,768.17,https://capitalwholesalediamonds.com/product/0-31-ct-round-1214/,round
1784916,ROUND,0.3,SI1,K,VG,EX,VG,F,4.21-4.27×2.69,768.98,https://capitalwholesalediamonds.com/product/0-3-ct-round-5797/,round
1607352,ROUND,0.5,I1,L,EX,EX,EX,F,5.18-5.20×3.09,769.41,https://capitalwholesalediamonds.com/product/0-5-ct-round-4410/,round
1790611,ROUND,0.4,VS2,M,VG,EX,GD,ST,4.55-4.64×2.96,774.75,https://capitalwholesalediamonds.com/product/0-4-ct-round-2242/,round
1784931,ROUND,0.3,SI2,J,EX,EX,VG,N,4.29-4.33×2.63,775.05,https://capitalwholesalediamonds.com/product/0-3-ct-round-5710/,round
1772483,ROUND,0.3,SI1,K,VG,EX,VG,N,4.21-4.23×2.70,777.62,https://capitalwholesalediamonds.com/product/0-3-ct-round-5793/,round
1778370,ROUND,0.3,VS2,L,EX,VG,EX,F,4.27-4.29×2.67,778.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5827/,round
1763599,ROUND,0.3,VS1,M,EX,EX,EX,N,4.35-4.37×2.58,780.12,https://capitalwholesalediamonds.com/product/0-3-ct-round-5844/,round
1793030,ROUND,0.33,SI2,K,EX,VG,EX,N,4.45-4.48×2.71,780.31,https://capitalwholesalediamonds.com/product/0-33-ct-round-635/,round
1786388,ROUND,0.3,VS2,L,EX,EX,VG,N,4.26-4.29×2.63,782.13,https://capitalwholesalediamonds.com/product/0-3-ct-round-5828/,round
1722538,ROUND,0.4,VS1,U-V,EX,EX,VG,M,4.67-4.73×2.95,782.13,https://capitalwholesalediamonds.com/product/0-4-ct-round-1176/,round
1783677,ROUND,0.3,SI1,K,VG,EX,VG,N,4.29-4.30×2.60,783.16,https://capitalwholesalediamonds.com/product/0-3-ct-round-5792/,round
1777254,ROUND,0.3,VS2,L,EX,EX,VG,F,4.32-4.35×2.62,783.65,https://capitalwholesalediamonds.com/product/0-3-ct-round-5830/,round
1790784,ROUND,0.3,VS1,K,VG,VG,GD,F,4.30-4.37×2.54,784.19,https://capitalwholesalediamonds.com/product/0-3-ct-round-5740/,round
1665768,ROUND,0.29,VS2,J,VG,VG,GD,F,4.25-4.33×2.62,785.48,https://capitalwholesalediamonds.com/product/0-29-ct-round-102/,round
1788926,ROUND,0.3,SI1,K,VG,EX,VG,N,4.19-4.24×2.67,788.23,https://capitalwholesalediamonds.com/product/0-3-ct-round-5787/,round
1789741,ROUND,0.3,VS2,K,GD,EX,GD,F,4.32-4.34×2.58,788.72,https://capitalwholesalediamonds.com/product/0-3-ct-round-5773/,round
1771000,ROUND,0.3,VS2,L,EX,EX,EX,F,4.28-4.30×2.67,789.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5832/,round
1777201,ROUND,0.3,VS1,L,EX,EX,EX,M,4.28-4.31×2.67,789.75,https://capitalwholesalediamonds.com/product/0-3-ct-round-5815/,round
1711926,ROUND,0.3,VS2,K,EX,EX,EX,F,4.36-4.38×2.60,792.85,https://capitalwholesalediamonds.com/product/0-3-ct-round-5778/,round
1764856,ROUND,0.3,SI1,K,EX,EX,EX,N,4.26-4.29×2.67,793.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-5794/,round
1784865,ROUND,0.3,VS2,L,EX,EX,EX,F,4.26-4.28×2.68,794.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-5833/,round
1792986,ROUND,0.3,VS2,K,VG,VG,GD,F,4.26-4.33×2.63,795.33,https://capitalwholesalediamonds.com/product/0-3-ct-round-5764/,round
1787662,ROUND,0.3,VS2,K,VG,EX,GD,F,4.17-4.23×2.67,795.33,https://capitalwholesalediamonds.com/product/0-3-ct-round-5767/,round
1784927,ROUND,0.3,SI2,G,F,VG,FR,N,4.19-4.27×2.64,798.36,https://capitalwholesalediamonds.com/product/0-3-ct-round-4896/,round
1772482,ROUND,0.3,SI1,K,EX,EX,VG,N,4.34-4.39×2.63,799.37,https://capitalwholesalediamonds.com/product/0-3-ct-round-5783/,round
1762698,ROUND,0.3,SI2,G,F,EX,VG,N,4.01-4.03×2.79,800.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-4920/,round
1790788,ROUND,0.35,VS1,M,VG,VG,VG,N,4.34-4.42×2.83,802.34,https://capitalwholesalediamonds.com/product/0-35-ct-round-1635/,round
1800575,ROUND,0.35,SI1,L,EX,EX,EX,N,4.49-4.52×2.79,804.12,https://capitalwholesalediamonds.com/product/0-35-ct-round-1633/,round
1766724,ROUND,0.3,VS2,K,VG,EX,GD,N,4.28-4.31×2.66,804.98,https://capitalwholesalediamonds.com/product/0-3-ct-round-5776/,round
1787728,ROUND,0.3,SI1,K,EX,EX,EX,F,4.33-4.36×2.63,807.01,https://capitalwholesalediamonds.com/product/0-3-ct-round-5801/,round
1789822,ROUND,0.3,SI2,I,VG,EX,VG,F,4.25-4.31×2.67,808.53,https://capitalwholesalediamonds.com/product/0-3-ct-round-5555/,round
1351511,ROUND,0.19,IF,F,EX,EX,EX,F,3.73-3.71X2.27,809.02,https://capitalwholesalediamonds.com/product/0-19-ct-round-41/,round
1351511,ROUND,0.19,IF,F,EX,EX,EX,F,3.73-3.71X2.27,809.02,https://capitalwholesalediamonds.com/product/0-19-ct-round-69/,round
1799521,ROUND,0.3,VS2,L,EX,EX,EX,F,4.36-4.38×2.65,809.51,https://capitalwholesalediamonds.com/product/0-3-ct-round-5831/,round
1786351,ROUND,0.3,VVS2,L,EX,EX,EX,M,4.32-4.34×2.67,809.53,https://capitalwholesalediamonds.com/product/0-3-ct-round-5807/,round
1798186,ROUND,0.35,VS2,N,EX,EX,EX,F,4.50-4.53×2.82,810.63,https://capitalwholesalediamonds.com/product/0-35-ct-round-1846/,round
1799517,ROUND,0.3,VS2,K,GD,VG,GD,N,4.09-4.15×2.70,811.57,https://capitalwholesalediamonds.com/product/0-3-ct-round-5779/,round
1756233,ROUND,0.41,SI2,L,EX,EX,VG,N,4.72-4.75×2.96,813.38,https://capitalwholesalediamonds.com/product/0-41-ct-round-286/,round
1756233,ROUND,0.41,SI2,L,EX,EX,VG,N,4.72-4.75×2.96,813.38,https://capitalwholesalediamonds.com/product/0-41-ct-round-448/,round
1790923,ROUND,0.3,SI1,I,VG,EX,VG,N,4.23-4.24×2.69,813.6,https://capitalwholesalediamonds.com/product/0-3-ct-round-5554/,round
1784797,ROUND,0.3,VS1,L,EX,VG,VG,N,4.24-4.31×2.66,813.6,https://capitalwholesalediamonds.com/product/0-3-ct-round-5820/,round
1758158,ROUND,0.31,SI1,K,EX,EX,EX,N,4.43-4.45×2.69,817.94,https://capitalwholesalediamonds.com/product/0-31-ct-round-1207/,round
1779725,ROUND,0.3,SI1,K,EX,EX,EX,N,4.32-4.35×2.65,820.19,https://capitalwholesalediamonds.com/product/0-3-ct-round-5800/,round
1791607,ROUND,0.3,VS1,K,GD,EX,VG,N,4.14-4.19×2.71,820.7,https://capitalwholesalediamonds.com/product/0-3-ct-round-5763/,round
1790921,ROUND,0.31,SI1,I,VG,GD,EX,F,4.33-4.36×2.70,821.58,https://capitalwholesalediamonds.com/product/0-31-ct-round-1161/,round
1788923,ROUND,0.3,SI1,I,VG,EX,VG,N,4.23-4.29×2.66,821.71,https://capitalwholesalediamonds.com/product/0-3-ct-round-5536/,round
1783699,ROUND,0.29,VS1,J,EX,VG,VG,N,4.28-4.31×2.65,822.22,https://capitalwholesalediamonds.com/product/0-29-ct-round-101/,round
1787663,ROUND,0.3,VS2,K,VG,EX,GD,N,4.24-4.29×2.58,822.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5771/,round
1729275,ROUND,0.4,SI2,J,GD,VG,VG,F,4.57-4.63×3.00,823.4,https://capitalwholesalediamonds.com/product/0-4-ct-round-2199/,round
1783497,ROUND,0.3,VVS1,K,VG,EX,VG,N,4.36-4.40×2.59,826.78,https://capitalwholesalediamonds.com/product/0-3-ct-round-5716/,round
1772184,ROUND,0.4,SI1,L,EX,EX,VG,F,4.69-4.72×2.92,828.78,https://capitalwholesalediamonds.com/product/0-4-ct-round-2236/,round
1722004,ROUND,0.3,SI2,E,GD,VG,GD,N,4.18-4.26×2.62,828.79,https://capitalwholesalediamonds.com/product/0-3-ct-round-3770/,round
1791651,ROUND,0.3,VS2,L,EX,EX,EX,N,4.31-4.33×2.67,829.28,https://capitalwholesalediamonds.com/product/0-3-ct-round-5825/,round
1799568,ROUND,0.3,SI1,K,EX,EX,EX,N,4.31-4.32×2.68,829.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-5789/,round
1799567,ROUND,0.3,SI1,K,EX,EX,EX,N,4.31-4.34×2.64,829.3,https://capitalwholesalediamonds.com/product/0-3-ct-round-5795/,round
1784864,ROUND,0.3,VS2,K,EX,VG,VG,F,4.29-4.32×2.70,829.32,https://capitalwholesalediamonds.com/product/0-3-ct-round-5770/,round
1779668,ROUND,0.3,VS2,K,EX,EX,VG,N,4.30-4.32×2.67,829.82,https://capitalwholesalediamonds.com/product/0-3-ct-round-5775/,round
1722523,ROUND,0.5,VS2,Q-R,EX,EX,EX,M,5.16-5.18×3.09,830.64,https://capitalwholesalediamonds.com/product/0-5-ct-round-5255/,round
1722523,ROUND,0.5,VS2,Q-R,EX,EX,EX,M,5.16-5.18×3.09,830.64,https://capitalwholesalediamonds.com/product/0-5-ct-round-7015/,round
1766656,ROUND,0.3,VS1,K,EX,EX,EX,M,4.28-4.30×2.69,831.34,https://capitalwholesalediamonds.com/product/0-3-ct-round-5749/,round
1772357,ROUND,0.31,VS1,K,VG,EX,VG,N,4.33-4.38×2.69,831.51,https://capitalwholesalediamonds.com/product/0-31-ct-round-1202/,round
1775145,ROUND,0.3,SI1,J,VG,EX,VG,M,4.34-4.40×2.57,832.33,https://capitalwholesalediamonds.com/product/0-3-ct-round-5698/,round
1774054,ROUND,0.53,SI2,O-P,EX,EX,EX,N,5.18-5.21×3.25,832.43,https://capitalwholesalediamonds.com/product/0-53-ct-round-426/,round
1769357,ROUND,0.3,VS1,L,EX,VG,VG,N,4.24-4.28×2.66,833.37,https://capitalwholesalediamonds.com/product/0-3-ct-round-5819/,round
1790927,ROUND,0.3,SI1,I,VG,EX,EX,N,4.38-4.41×2.64,837.46,https://capitalwholesalediamonds.com/product/0-3-ct-round-5517/,round
1799586,ROUND,0.3,SI2,H,GD,VG,GD,N,4.19-4.23×2.73,837.95,https://capitalwholesalediamonds.com/product/0-3-ct-round-5293/,round
1777253,ROUND,0.3,VS2,K,EX,VG,EX,N,4.25-4.28×2.67,838.41,https://capitalwholesalediamonds.com/product/0-3-ct-round-5765/,round
1754784,ROUND,0.32,VS1,K,EX,EX,EX,ST,4.38-4.40×2.68,838.83,https://capitalwholesalediamonds.com/product/0-32-ct-round-854/,round
1793018,ROUND,0.3,SI1,K,VG,VG,VG,N,4.18-4.23×2.67,838.92,https://capitalwholesalediamonds.com/product/0-3-ct-round-5785/,round
1787752,ROUND,0.29,SI1,G,VG,EX,GD,N,4.19-4.22×2.71,839.83,https://capitalwholesalediamonds.com/product/0-29-ct-round-90/,round
1778319,ROUND,0.36,VS1,N,EX,EX,EX,M,4.57-4.60×2.86,841.76,https://capitalwholesalediamonds.com/product/0-36-ct-round-584/,round
1790930,ROUND,0.3,SI1,J,VG,VG,GD,F,4.25-4.30×2.63,842.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5688/,round
1789675,ROUND,0.3,VS1,K,VG,EX,VG,F,4.33-4.35×2.57,842.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5745/,round
1590179,ROUND,0.5,SI2,M,VG,EX,VG,N,5.03-5.08×3.05,842.99,https://capitalwholesalediamonds.com/product/0-5-ct-round-4464/,round
1789740,ROUND,0.3,VS2,K,EX,EX,VG,N,4.29-4.32×2.61,843.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5769/,round
1788924,ROUND,0.3,SI1,I,EX,EX,EX,F,4.32-4.34×2.66,845.0,https://capitalwholesalediamonds.com/product/0-3-ct-round-5506/,round
1793015,ROUND,0.3,SI1,I,GD,VG,GD,N,4.09-4.16×2.74,845.0,https://capitalwholesalediamonds.com/product/0-3-ct-round-5523/,round
1791699,ROUND,0.3,SI1,K,EX,EX,EX,N,4.28-4.30×2.67,845.05,https://capitalwholesalediamonds.com/product/0-3-ct-round-5788/,round
1799518,ROUND,0.3,VS2,K,EX,EX,VG,F,4.24-4.29×2.67,846.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-5780/,round
1799511,ROUND,0.3,VS2,J,GD,EX,VG,F,4.16-4.22×2.71,847.03,https://capitalwholesalediamonds.com/product/0-3-ct-round-5668/,round
1782477,ROUND,0.4,IF,O-P,EX,EX,EX,N,4.77-4.80×2.92,847.7,https://capitalwholesalediamonds.com/product/0-4-ct-round-1155/,round
1795547,ROUND,0.3,SI1,K,EX,EX,EX,F,4.29-4.31×2.67,848.6,https://capitalwholesalediamonds.com/product/0-3-ct-round-5791/,round
1702833,ROUND,0.56,SI1,Q-R,EX,EX,EX,F,5.25-5.28×3.29,849.06,https://capitalwholesalediamonds.com/product/0-56-ct-round-227/,round
1787567,ROUND,0.3,VS1,K,VG,EX,VG,N,4.23-4.27×2.70,849.6,https://capitalwholesalediamonds.com/product/0-3-ct-round-5744/,round
1729355,ROUND,0.3,SI1,I,VG,VG,GD,N,4.35-4.40×2.65,850.1,https://capitalwholesalediamonds.com/product/0-3-ct-round-5552/,round
1793990,ROUND,0.31,VVS1,O-P,EX,EX,EX,M,4.35-4.38×2.73,851.95,https://capitalwholesalediamonds.com/product/0-31-ct-round-518/,round
1790639,ROUND,0.4,SI1,M,VG,EX,VG,N,4.64-4.68×2.91,852.5,https://capitalwholesalediamonds.com/product/0-4-ct-round-2243/,round
1800555,ROUND,0.3,VS1,K,VG,EX,VG,F,4.26-4.30×2.65,852.64,https://capitalwholesalediamonds.com/product/0-3-ct-round-5733/,round
1795493,ROUND,0.3,VS1,K,VG,EX,VG,N,4.38-4.40×2.58,852.64,https://capitalwholesalediamonds.com/product/0-3-ct-round-5743/,round
1759194,ROUND,0.3,VS2,K,EX,EX,EX,N,4.33-4.35×2.66,855.16,https://capitalwholesalediamonds.com/product/0-3-ct-round-5766/,round
1747773,ROUND,0.3,VVS2,I,VG,VG,GD,N,4.42-4.44×2.53,858.74,https://capitalwholesalediamonds.com/product/0-3-ct-round-5355/,round
1784790,ROUND,0.3,VS1,J,VG,VG,GD,M,4.28-4.35×2.56,859.7,https://capitalwholesalediamonds.com/product/0-3-ct-round-5602/,round
1799467,ROUND,0.3,VS1,K,VG,EX,VG,N,4.30-4.31×2.62,860.24,https://capitalwholesalediamonds.com/product/0-3-ct-round-5742/,round
1779733,ROUND,0.3,SI2,D,VG,EX,GD,N,4.26-4.31×2.60,860.29,https://capitalwholesalediamonds.com/product/0-3-ct-round-6410/,round
1770913,ROUND,0.3,VVS2,K,EX,EX,EX,F,4.38-4.40×2.61,860.73,https://capitalwholesalediamonds.com/product/0-3-ct-round-5727/,round
1745841,ROUND,0.35,VVS1,K,EX,EX,EX,ST,4.50-4.52×2.81,861.49,https://capitalwholesalediamonds.com/product/0-35-ct-round-1612/,round
1751616,ROUND,0.3,VS1,K,EX,EX,EX,F,4.38-4.41×2.60,861.76,https://capitalwholesalediamonds.com/product/0-3-ct-round-5752/,round
1790861,ROUND,0.3,VS2,K,EX,EX,EX,N,4.24-4.27×2.69,863.25,https://capitalwholesalediamonds.com/product/0-3-ct-round-5768/,round
1789625,ROUND,0.3,VVS2,L,EX,EX,EX,F,4.26-4.28×2.67,863.25,https://capitalwholesalediamonds.com/product/0-3-ct-round-5808/,round
1790724,ROUND,0.3,VVS2,L,EX,EX,EX,F,4.27-4.30×2.66,863.25,https://capitalwholesalediamonds.com/product/0-3-ct-round-5811/,round
1784915,ROUND,0.3,SI1,J,VG,VG,GD,N,4.19-4.27×2.68,864.27,https://capitalwholesalediamonds.com/product/0-3-ct-round-5696/,round
1784795,ROUND,0.3,VS1,K,EX,EX,EX,M,4.27-4.30×2.68,864.27,https://capitalwholesalediamonds.com/product/0-3-ct-round-5762/,round
1777200,ROUND,0.3,VS1,K,EX,VG,VG,N,4.27-4.29×2.68,864.81,https://capitalwholesalediamonds.com/product/0-3-ct-round-5738/,round
1795450,ROUND,0.33,VVS1,M,EX,EX,EX,F,4.43-4.46×2.74,866.75,https://capitalwholesalediamonds.com/product/0-33-ct-round-637/,round
1779746,ROUND,0.3,SI2,G,GD,VG,VG,N,4.30-4.33×2.53,866.82,https://capitalwholesalediamonds.com/product/0-3-ct-round-4894/,round
1767781,ROUND,0.3,VS2,J,VG,EX,EX,F,4.26-4.29×2.67,866.82,https://capitalwholesalediamonds.com/product/0-3-ct-round-5685/,round
1795470,ROUND,0.3,VVS2,L,EX,EX,EX,N,4.32-4.34×2.67,867.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-5806/,round
1781052,ROUND,0.31,VVS1,L,EX,EX,EX,N,4.41-4.44×2.63,867.66,https://capitalwholesalediamonds.com/product/0-31-ct-round-1209/,round
1799466,ROUND,0.3,VS1,K,GD,VG,VG,N,4.14-4.18×2.70,867.85,https://capitalwholesalediamonds.com/product/0-3-ct-round-5734/,round
1788925,ROUND,0.31,SI1,K,EX,EX,VG,N,4.33-4.35×2.68,868.22,https://capitalwholesalediamonds.com/product/0-31-ct-round-1206/,round
1790925,ROUND,0.3,SI1,I,GD,VG,GD,N,4.36-4.38×2.54,868.36,https://capitalwholesalediamonds.com/product/0-3-ct-round-5548/,round
1792982,ROUND,0.3,VS2,J,GD,EX,VG,N,4.17-4.21×2.69,868.36,https://capitalwholesalediamonds.com/product/0-3-ct-round-5646/,round
1791646,ROUND,0.31,VS2,J,VG,EX,EX,ST,4.40-4.43×2.67,869.78,https://capitalwholesalediamonds.com/product/0-31-ct-round-1189/,round
1789823,ROUND,0.3,SI2,I,EX,EX,EX,N,4.36-4.37×2.61,870.35,https://capitalwholesalediamonds.com/product/0-3-ct-round-5556/,round
1773417,ROUND,0.3,SI1,I,EX,VG,EX,F,4.34-4.36×2.65,870.87,https://capitalwholesalediamonds.com/product/0-3-ct-round-5511/,round
1799512,ROUND,0.3,VS2,J,GD,GD,GD,N,4.15-4.20×2.68,870.87,https://capitalwholesalediamonds.com/product/0-3-ct-round-5676/,round
1784796,ROUND,0.32,VS1,L,EX,EX,EX,N,4.35-4.37×2.74,871.82,https://capitalwholesalediamonds.com/product/0-32-ct-round-861/,round
1771039,ROUND,0.3,SI2,D,VG,GD,VG,ST,4.28-4.30×2.66,871.96,https://capitalwholesalediamonds.com/product/0-3-ct-round-6388/,round
1773312,ROUND,0.31,VS1,J,F,VG,GD,N,4.50-4.52×2.49,872.38,https://capitalwholesalediamonds.com/product/0-31-ct-round-1179/,round
1779659,ROUND,0.3,VS2,I,GD,GD,GD,F,4.18-4.24×2.64,873.41,https://capitalwholesalediamonds.com/product/0-3-ct-round-5445/,round
1779663,ROUND,0.3,VS2,I,GD,VG,GD,F,4.27-4.34×2.55,873.41,https://capitalwholesalediamonds.com/product/0-3-ct-round-5467/,round
1783684,ROUND,0.3,SI2,E,GD,VG,VG,N,4.16-4.22×2.66,873.43,https://capitalwholesalediamonds.com/product/0-3-ct-round-3753/,round
1799520,ROUND,0.3,VS2,K,VG,VG,VG,N,4.23-4.27×2.67,873.9,https://capitalwholesalediamonds.com/product/0-3-ct-round-5774/,round
1756315,ROUND,0.31,VS1,K,EX,VG,EX,F,4.31-4.34×2.65,873.95,https://capitalwholesalediamonds.com/product/0-31-ct-round-1199/,round
1351398,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.98-3.95X2.39,874.41,https://capitalwholesalediamonds.com/product/0-23-ct-round-2506/,round
1789803,ROUND,0.3,SI2,D,GD,GD,GD,N,4.13-4.21×2.70,874.95,https://capitalwholesalediamonds.com/product/0-3-ct-round-6397/,round
1783619,ROUND,0.31,VS2,J,VG,VG,EX,F,4.47-4.49×2.62,875.07,https://capitalwholesalediamonds.com/product/0-31-ct-round-1185/,round
1784860,ROUND,0.3,VS2,J,GD,EX,GD,N,4.15-4.19×2.71,875.99,https://capitalwholesalediamonds.com/product/0-3-ct-round-5657/,round
1789736,ROUND,0.3,VS2,J,VG,EX,GD,F,4.26-4.28×2.66,875.99,https://capitalwholesalediamonds.com/product/0-3-ct-round-5679/,round
1783496,ROUND,0.3,VVS1,K,EX,EX,EX,N,4.29-4.31×2.69,875.99,https://capitalwholesalediamonds.com/product/0-3-ct-round-5714/,round
1793025,ROUND,0.3,SI2,F,EX,VG,VG,N,4.27-4.31×2.64,876.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-4401/,round
1789624,ROUND,0.3,VVS2,L,EX,EX,EX,N,4.30-4.31×2.66,876.96,https://capitalwholesalediamonds.com/product/0-3-ct-round-5809/,round
1790966,ROUND,0.29,VS2,I,VG,VG,VG,N,4.23-4.27×2.64,877.06,https://capitalwholesalediamonds.com/product/0-29-ct-round-100/,round
1783689,ROUND,0.31,SI2,G,EX,EX,EX,M,4.37-4.39×2.65,877.65,https://capitalwholesalediamonds.com/product/0-31-ct-round-1053/,round
1789732,ROUND,0.32,VS2,J,EX,EX,EX,N,4.37-4.39×2.73,878.8,https://capitalwholesalediamonds.com/product/0-32-ct-round-840/,round
1795522,ROUND,0.3,VS2,J,GD,VG,GD,N,4.22-4.29×2.55,878.99,https://capitalwholesalediamonds.com/product/0-3-ct-round-5654/,round
1790965,ROUND,0.3,SI2,H,EX,EX,VG,F,4.31-4.34×2.64,879.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5274/,round
1791698,ROUND,0.3,SI1,J,VG,EX,VG,F,4.30-4.35×2.55,879.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5690/,round
1790782,ROUND,0.3,VS1,K,EX,EX,EX,F,4.28-4.31×2.68,879.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5746/,round
1790785,ROUND,0.3,VS1,K,EX,VG,VG,N,4.27-4.30×2.66,879.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5754/,round
1777315,ROUND,0.3,SI2,H,VG,VG,VG,F,4.25-4.29×2.68,880.02,https://capitalwholesalediamonds.com/product/0-3-ct-round-5289/,round
1680344,ROUND,0.29,VS2,I,VG,EX,VG,N,4.33-4.34×2.56,880.51,https://capitalwholesalediamonds.com/product/0-29-ct-round-99/,round
1779676,ROUND,0.31,SI1,D,GD,GD,FR,F,4.29-4.32×2.63,880.86,https://capitalwholesalediamonds.com/product/0-31-ct-round-1338/,round
1799464,ROUND,0.3,VS1,K,EX,EX,VG,F,4.24-4.28×2.67,882.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5758/,round
1795449,ROUND,0.3,VVS1,L,EX,EX,EX,N,4.36-4.39×2.64,882.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5804/,round
1767693,ROUND,0.4,VS2,N,EX,EX,EX,N,4.78-4.80×2.88,882.89,https://capitalwholesalediamonds.com/product/0-4-ct-round-2449/,round
1767693,ROUND,0.4,VS2,N,EX,EX,EX,N,4.78-4.80×2.88,882.89,https://capitalwholesalediamonds.com/product/0-4-ct-round-2456/,round
1775122,ROUND,0.32,VS2,K,EX,EX,EX,N,4.35-4.38×2.73,883.13,https://capitalwholesalediamonds.com/product/0-32-ct-round-856/,round
1763654,ROUND,0.3,VS2,J,EX,EX,VG,F,4.35-4.39×2.61,883.53,https://capitalwholesalediamonds.com/product/0-3-ct-round-5659/,round
1791609,ROUND,0.35,VS1,M,EX,EX,EX,N,4.50-4.52×2.83,883.97,https://capitalwholesalediamonds.com/product/0-35-ct-round-1636/,round
