Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Data Url
1593536,CUSHION,0.7,VS2,H,VG,EX,VG,N,5.15-4.79×3.31,"2,171.12",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-48/
1634076,CUSHION,0.8,SI1,I,EX,VG,VG,N,5.43-5.04×3.40,"2,174.39",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-103/
1626234,CUSHION,0.75,VS2,I,EX,EX,VG,N,5.08-5.05×3.43,"2,176.90",https://capitalwholesalediamonds.com/product/0-75-ct-cushion-21/
1624939,CUSHION,0.8,SI1,I,VG,EX,VG,N,5.70-4.89×3.38,"2,177.16",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-100/
1553657,CUSHION,0.8,SI1,H,EX,EX,GD,N,5.40-5.14×3.48,"2,178.56",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-73/
1631315,CUSHION,0.83,VS2,I,EX,EX,VG,N,5.83-5.05×3.38,"2,181.55",https://capitalwholesalediamonds.com/product/0-83-ct-cushion-9/
1638120,CUSHION,0.7,SI1,E,EX,EX,VG,N,5.32-4.87×3.29,"2,421.52",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-14/
1615056,CUSHION,0.8,VS1,I,EX,EX,VG,N,5.30-5.21×3.54,"2,422.26",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-80/
1648823,CUSHION,0.83,SI1,G,EX,EX,VG,N,5.34-5.21×3.54,"2,425.61",https://capitalwholesalediamonds.com/product/0-83-ct-cushion-7/
1548301,CUSHION,0.71,VS2,E,EX,EX,VG,N,5.53-4.77×3.16,"2,426.81",https://capitalwholesalediamonds.com/product/0-71-ct-cushion-4/
210034-116,CUSHION,1.01,SI1,K,EX,EX,EX,M,5.67-5.58×3.75,"2,433.19",https://capitalwholesalediamonds.com/product/1-01-ct-cushion-96/
200689-24,CUSHION,1.22,VS1,FANCY,EX,VG,VG,N,5.92-5.89×3.95,"2,433.77",https://capitalwholesalediamonds.com/product/1-22-ct-cushion-2/
1606767,CUSHION,0.81,VS2,I,EX,EX,EX,N,5.28-5.16×3.50,"2,434.07",https://capitalwholesalediamonds.com/product/0-81-ct-cushion-32/
200753-97,CUSHION,1.5,SI2,W-X,VG,VG,GD,M,6.69-5.96×4.16,"2,435.50",https://capitalwholesalediamonds.com/product/1-5-ct-cushion-8/
1596261,CUSHION,0.81,SI1,G,EX,EX,VG,N,5.46-5.18×3.50,"2,435.56",https://capitalwholesalediamonds.com/product/0-81-ct-cushion-18/
212001-126,CUSHION,0.96,VS1,K,VG,EX,EX,N,5.66-5.42×3.75,"2,435.56",https://capitalwholesalediamonds.com/product/0-96-ct-cushion-28/
201232-414,CUSHION,1.01,SI2,G,EX,VG,VG,ST,6.29-5.46×3.66,"2,436.86",https://capitalwholesalediamonds.com/product/1-01-ct-cushion-63/
1636066,CUSHION,0.75,SI1,G,EX,EX,VG,N,5.18-4.99×3.39,"2,437.61",https://capitalwholesalediamonds.com/product/0-75-ct-cushion-14/
1636067,CUSHION,0.75,SI1,G,EX,EX,VG,N,5.32-5.03×3.38,"2,437.61",https://capitalwholesalediamonds.com/product/0-75-ct-cushion-16/
1557370,CUSHION,0.9,SI2,G,EX,EX,VG,N,5.52-5.35×3.63,"2,443.80",https://capitalwholesalediamonds.com/product/0-9-ct-cushion-51/
1628251,CUSHION,0.7,SI1,E,EX,EX,EX,N,5.12-4.91×3.29,"2,455.49",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-15/
1631316,CUSHION,0.82,VS2,I,EX,EX,VG,N,5.37-5.19×3.51,"2,456.91",https://capitalwholesalediamonds.com/product/0-82-ct-cushion-10/
201001-136,CUSHION,1.6,SI2,FANCY,EX,VG,GD,N,6.50-6.26×4.23,"2,459.12",https://capitalwholesalediamonds.com/product/1-6-ct-cushion-3/
1584362,CUSHION,0.9,SI2,I,GD,VG,VG,N,5.75-5.03×3.61,"2,462.49",https://capitalwholesalediamonds.com/product/0-9-ct-cushion-79/
1616429,CUSHION,0.8,VVS1,I,EX,EX,VG,N,5.29-5.18×3.52,"2,467.91",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-75/
200683-142,CUSHION,1.01,SI2,H,EX,VG,VG,VSL,6.40-5.51×3.67,"2,470.41",https://capitalwholesalediamonds.com/product/1-01-ct-cushion-13/
200700-772,CUSHION,1.01,VS1,FANCY,EX,EX,VG,N,6.04-5.28×3.56,"2,473.38",https://capitalwholesalediamonds.com/product/1-01-ct-cushion-26/
211007-452,CUSHION,1.01,VVS1,O-P,EX,EX,VG,N,6.22-5.40×3.62,"2,473.38",https://capitalwholesalediamonds.com/product/1-01-ct-cushion-33/
203186-384,CUSHION,0.96,VS1,FANCY,EX,VG,GD,N,5.43-5.20×3.53,"2,478.69",https://capitalwholesalediamonds.com/product/0-96-ct-cushion-2/
1642235,CUSHION,0.8,VS1,I,EX,EX,VG,N,5.20-5.10×3.47,"2,480.15",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-82/
1665787,CUSHION,0.7,SI1,E,EX,EX,VG,N,5.51-4.78×3.24,"2,480.77",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-18/
1626219,CUSHION,0.8,VS1,I,EX,EX,EX,N,5.34-5.16×3.45,"2,485.75",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-85/
1638117,CUSHION,0.73,SI1,D,EX,EX,VG,N,5.12-4.98×3.39,"2,486.84",https://capitalwholesalediamonds.com/product/0-73-ct-cushion-13/
1642236,CUSHION,0.8,VS1,I,EX,EX,VG,N,5.54-5.08×3.40,"2,489.86",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-87/
1638119,CUSHION,0.71,SI1,E,EX,EX,EX,N,5.17-4.86×3.30,"2,490.50",https://capitalwholesalediamonds.com/product/0-71-ct-cushion-6/
1581580,CUSHION,0.8,VS2,I,EX,EX,EX,N,5.58-5.10×3.43,"2,491.37",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-90/
201204-177,CUSHION,1.22,VS1,W-X,EX,EX,EX,N,6.29-5.88×3.94,"2,492.59",https://capitalwholesalediamonds.com/product/1-22-ct-cushion-3/
211003-1007,CUSHION,1.07,VS2,L,EX,EX,VG,F,5.86-5.75×3.85,"2,495.61",https://capitalwholesalediamonds.com/product/1-07-ct-cushion-4/
1608379,CUSHION,0.8,VVS1,I,EX,EX,EX,N,5.80-4.92×3.33,"2,498.20",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-77/
1645992,CUSHION,0.8,SI1,F,VG,EX,VG,N,5.42-5.09×3.54,"2,499.72",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-39/
201244-164,CUSHION,1.01,SI2,J,EX,EX,VG,M,6.25-5.43×3.65,"2,508.65",https://capitalwholesalediamonds.com/product/1-01-ct-cushion-91/
200761-156,CUSHION,1.1,VVS2,W-X,EX,EX,VG,F,6.06-5.56×3.77,"2,508.71",https://capitalwholesalediamonds.com/product/1-1-ct-cushion-4/
200601-70,CUSHION,1.29,VVS2,U-V,EX,EX,VG,F,6.03-6.00×4.08,"2,509.29",https://capitalwholesalediamonds.com/product/1-29-ct-cushion-6/
1593513,CUSHION,0.8,VS2,H,EX,EX,VG,N,5.43-5.20×3.39,"2,510.68",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-68/
200653-4,CUSHION,1.2,VVS2,U-V,EX,EX,VG,N,6.71-5.65×3.51,"2,515.03",https://capitalwholesalediamonds.com/product/1-2-ct-cushion-24/
202239-318,CUSHION,1.03,VS1,S-T,EX,EX,VG,ST,6.36-5.27×3.57,"2,515.78",https://capitalwholesalediamonds.com/product/1-03-ct-cushion-9/
211007-339,CUSHION,1.03,VS2,U-V,EX,EX,VG,N,5.88-5.54×3.72,"2,515.78",https://capitalwholesalediamonds.com/product/1-03-ct-cushion-10/
1643520,CUSHION,0.75,SI1,F,EX,EX,VG,N,5.12-5.02×3.41,"2,516.77",https://capitalwholesalediamonds.com/product/0-75-ct-cushion-11/
200689-17,CUSHION,1.2,VVS1,W-X,EX,EX,EX,N,6.20-5.74×3.86,"2,517.03",https://capitalwholesalediamonds.com/product/1-2-ct-cushion-27/
1656358,CUSHION,0.8,VVS1,I,VG,EX,EX,N,5.42-4.89×3.41,"2,524.34",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-76/
